customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
264,37,Male,South,High School,Unemployed,1404831,779282,Business,599,1,394,41.70218099933605,2020-09-20,1
265,53,Male,North,Post-Graduate,Salaried,1199074,984550,Home,306,4,65,65.50906738627157,2020-09-21,1
266,32,Male,West,Graduate,Self-Employed,664462,632111,Business,727,9,262,49.14581979800971,2020-09-22,0
267,42,Female,North,Graduate,Self-Employed,1094468,583903,Business,416,8,131,51.00609727393693,2020-09-23,1
268,42,Male,North,Post-Graduate,Salaried,874619,556554,Education,806,11,115,31.4219451683294,2020-09-24,1
269,50,Female,South,High School,Salaried,1102957,972564,Business,845,2,139,46.39606214735998,2020-09-25,0
270,58,Male,South,High School,Self-Employed,547823,966931,Education,624,7,346,47.66279976101658,2020-09-26,0
271,58,Male,West,Graduate,Self-Employed,1374405,650724,Car,354,3,167,66.53140173991471,2020-09-27,1
272,28,Male,South,High School,Self-Employed,1376792,765879,Education,341,5,385,85.25119993488912,2020-09-28,1
273,47,Female,South,Post-Graduate,Salaried,375607,432706,Business,596,9,240,36.34570219860034,2020-09-29,0
274,47,Male,West,Post-Graduate,Self-Employed,609319,907549,Car,530,5,464,13.376037486503876,2020-09-30,1
275,54,Female,South,Graduate,Self-Employed,552156,609070,Education,752,2,317,49.703610040051174,2020-10-01,1
276,41,Female,East,Post-Graduate,Unemployed,474535,128533,Business,693,4,100,53.55690657193349,2020-10-02,1
277,50,Male,North,Post-Graduate,Salaried,1351052,290011,Home,821,11,402,23.47524409055322,2020-10-03,1
278,53,Male,North,Graduate,Unemployed,1146405,239327,Home,657,2,31,70.83716850208533,2020-10-04,0
279,48,Male,North,Post-Graduate,Unemployed,582865,555168,Education,743,10,299,88.79432867531933,2020-10-05,1
280,53,Female,North,Post-Graduate,Self-Employed,821825,122684,Education,427,10,119,85.66197736067687,2020-10-06,0
281,25,Male,West,Post-Graduate,Salaried,1117472,500134,Home,704,0,58,25.768483105892173,2020-10-07,1
282,39,Female,North,High School,Self-Employed,381429,831453,Business,691,6,138,80.02905919206086,2020-10-08,0
283,24,Female,North,Graduate,Salaried,1466556,789644,Business,492,3,82,66.35949091293477,2020-10-09,1
284,55,Male,North,Graduate,Unemployed,1021935,915990,Business,377,6,349,46.30772510455293,2020-10-10,0
285,37,Male,North,Graduate,Salaried,1323979,266621,Education,384,2,62,53.248879545978326,2020-10-11,1
286,48,Female,East,High School,Self-Employed,788574,285295,Car,329,11,476,77.96801399859665,2020-10-12,0
287,50,Female,North,High School,Self-Employed,536986,917854,Car,348,10,365,48.41079517106985,2020-10-13,1
288,49,Female,East,Graduate,Self-Employed,304927,825723,Car,444,4,389,39.85658952841015,2020-10-14,1
289,26,Male,West,High School,Salaried,685833,831712,Car,368,4,177,49.45979944207886,2020-10-15,0
290,55,Female,South,Graduate,Unemployed,499372,992760,Car,357,12,54,56.33038432280393,2020-10-16,0
291,57,Male,North,High School,Unemployed,223386,997509,Education,778,1,461,25.12621230226791,2020-10-17,0
292,44,Female,South,Post-Graduate,Salaried,1426402,843070,Education,744,10,402,82.07261842135925,2020-10-18,0
293,49,Female,South,Post-Graduate,Self-Employed,452156,873851,Car,595,9,114,63.934955906369105,2020-10-19,0
294,51,Male,West,Graduate,Unemployed,1202252,607665,Education,470,11,159,60.66151338699911,2020-10-20,1
295,55,Female,South,High School,Self-Employed,1049776,680532,Education,446,1,155,17.95969809445105,2020-10-21,0
296,53,Male,East,High School,Salaried,1153122,748476,Car,783,3,213,58.333915053807345,2020-10-22,0
297,41,Male,South,Post-Graduate,Self-Employed,669450,787651,Business,605,3,371,19.676852979079385,2020-10-23,1
298,52,Female,South,Post-Graduate,Unemployed,523258,597670,Education,745,3,308,16.295814015631926,2020-10-24,0
299,43,Male,South,High School,Unemployed,448724,820663,Business,520,5,176,52.18487165139146,2020-10-25,0
300,53,Male,North,High School,Self-Employed,401202,761423,Education,677,1,210,42.222842723719594,2020-10-26,0
301,23,Female,North,High School,Salaried,1274101,203466,Education,565,5,143,57.10482161249786,2020-10-27,1
302,38,Male,East,High School,Self-Employed,1328394,904221,Car,394,6,220,17.13777344457909,2020-10-28,0
303,45,Male,East,High School,Salaried,314589,284318,Education,561,10,57,44.47864502778067,2020-10-29,1
304,51,Male,North,High School,Self-Employed,1393982,422778,Home,370,9,135,23.982937203612636,2020-10-30,1
305,23,Female,East,Graduate,Unemployed,819003,181936,Home,518,2,248,88.96800687392933,2020-10-31,0
306,44,Male,North,High School,Salaried,393839,936004,Car,832,10,16,54.89201699481395,2020-11-01,1
307,52,Female,West,Post-Graduate,Salaried,993076,981170,Business,391,11,473,64.99494887526939,2020-11-02,0
308,42,Female,South,Graduate,Salaried,563298,697952,Business,426,7,462,36.033462454608625,2020-11-03,0
309,43,Male,South,High School,Unemployed,706453,726315,Business,379,1,281,17.579113182347534,2020-11-04,0
310,22,Male,East,Post-Graduate,Self-Employed,1150437,422818,Home,537,10,394,88.06966902268293,2020-11-05,0
311,47,Male,North,Graduate,Unemployed,457438,153533,Business,671,7,380,32.90072283065466,2020-11-06,0
312,22,Female,North,Post-Graduate,Salaried,1029901,918277,Business,785,12,46,43.90465481388594,2020-11-07,1
313,46,Male,East,High School,Self-Employed,626903,297997,Car,324,10,496,61.989113736206,2020-11-08,1
314,37,Male,North,High School,Unemployed,1093041,119590,Business,455,4,220,11.975783814888903,2020-11-09,1
315,53,Male,West,High School,Salaried,645872,439919,Home,816,1,174,74.82073044138295,2020-11-10,1
316,29,Male,South,High School,Salaried,610591,378615,Home,829,6,134,52.926255202289624,2020-11-11,0
317,59,Male,East,Graduate,Unemployed,1082894,553692,Home,356,1,346,32.257374965505775,2020-11-12,0
318,49,Female,East,Graduate,Unemployed,639503,531530,Car,318,5,201,14.92863882339754,2020-11-13,1
319,46,Female,North,Post-Graduate,Unemployed,1335300,565795,Car,683,9,227,22.999873237955313,2020-11-14,0
320,55,Male,East,High School,Salaried,953492,355442,Education,492,2,223,81.60270870827495,2020-11-15,1
321,45,Male,West,Post-Graduate,Unemployed,296393,506324,Business,536,8,71,64.88193791487129,2020-11-16,1
322,44,Male,North,Graduate,Salaried,795484,294936,Car,686,2,337,29.992137730951185,2020-11-17,1
323,33,Male,North,High School,Unemployed,601426,623212,Home,725,10,454,15.248061195602363,2020-11-18,1
324,27,Female,North,High School,Salaried,1281916,459925,Home,576,11,390,65.24922499093091,2020-11-19,0
325,56,Male,North,Graduate,Salaried,501994,59726,Car,526,11,170,55.79261807742121,2020-11-20,0
326,40,Female,West,Graduate,Self-Employed,1174488,241896,Car,622,2,75,42.361561956658804,2020-11-21,1
327,21,Female,North,Graduate,Unemployed,837999,90542,Car,452,4,295,39.08891593520511,2020-11-22,1
328,28,Male,East,Graduate,Unemployed,939538,463461,Education,536,6,248,27.345142074328663,2020-11-23,1
329,36,Female,West,Graduate,Salaried,1259670,84753,Home,354,7,29,63.56890052300141,2020-11-24,1
330,34,Female,South,High School,Salaried,1150922,916220,Education,735,11,197,87.65344222350964,2020-11-25,1
331,32,Female,South,Graduate,Salaried,665590,333460,Education,408,10,91,24.057219666946068,2020-11-26,0
332,43,Female,East,High School,Self-Employed,1317374,283979,Business,483,6,372,57.76932960124027,2020-11-27,1
333,35,Male,East,High School,Self-Employed,1102458,658986,Home,667,8,211,43.9348044596781,2020-11-28,1
334,48,Male,West,Graduate,Salaried,401604,328104,Home,497,4,417,45.73509773957319,2020-11-29,0
335,54,Female,South,Graduate,Unemployed,310130,80791,Car,670,9,141,30.331782410225152,2020-11-30,0
336,22,Male,South,High School,Unemployed,1008596,337360,Car,672,10,46,76.01079005291352,2020-12-01,0
337,52,Male,South,Graduate,Self-Employed,890955,999971,Business,796,2,141,48.82044833177929,2020-12-02,0
338,43,Male,South,Graduate,Self-Employed,230257,376571,Education,500,5,86,53.472468175861124,2020-12-03,0
339,42,Male,South,Graduate,Salaried,607427,948902,Car,808,4,98,34.38087302378606,2020-12-04,0
340,45,Male,North,Post-Graduate,Unemployed,1082421,647578,Car,621,11,470,24.544677253355978,2020-12-05,0
341,42,Female,East,High School,Salaried,1122736,621302,Home,574,3,411,16.87283105622564,2020-12-06,0
342,42,Male,North,Post-Graduate,Self-Employed,1185257,185150,Home,510,11,262,67.12953127399328,2020-12-07,0
343,26,Male,South,Graduate,Unemployed,1301267,100519,Car,803,1,353,25.69874253502845,2020-12-08,1
344,35,Male,West,Post-Graduate,Unemployed,618829,840474,Home,417,6,203,65.20602833510381,2020-12-09,0
345,57,Male,West,Graduate,Self-Employed,738314,623340,Business,341,12,185,41.23011568375631,2020-12-10,1
346,53,Female,South,Post-Graduate,Salaried,949450,64389,Car,614,4,42,43.261984079172116,2020-12-11,1
347,28,Female,South,Graduate,Salaried,743898,408105,Home,628,3,67,47.53419968742173,2020-12-12,1
348,25,Female,West,Post-Graduate,Unemployed,1426294,642399,Business,316,11,476,39.41668065020345,2020-12-13,1
349,59,Female,North,Post-Graduate,Self-Employed,525329,941490,Home,582,7,210,18.049598177807205,2020-12-14,1
350,24,Male,North,Post-Graduate,Unemployed,1058999,930147,Home,557,8,37,34.77054480022766,2020-12-15,1
351,26,Female,South,High School,Self-Employed,1427222,887165,Home,318,8,44,63.098748855515076,2020-12-16,1
352,52,Male,North,Post-Graduate,Salaried,1241482,871186,Car,828,2,496,63.26275211750968,2020-12-17,1
353,50,Male,West,High School,Self-Employed,1470699,986128,Education,722,2,134,32.897944579199546,2020-12-18,0
354,55,Male,North,Graduate,Salaried,1022614,922318,Home,765,4,403,46.80821012461504,2020-12-19,1
355,36,Male,South,Post-Graduate,Self-Employed,1118074,207753,Business,672,4,330,25.475778240954998,2020-12-20,1
356,33,Male,West,Graduate,Unemployed,743576,663812,Car,380,9,51,26.829766522386862,2020-12-21,1
357,50,Female,North,Graduate,Salaried,1065256,393150,Car,847,1,94,11.843767072528593,2020-12-22,1
358,39,Female,East,Post-Graduate,Unemployed,200917,861136,Business,723,0,402,81.73972399261957,2020-12-23,0
359,37,Female,West,High School,Unemployed,1212544,547488,Home,728,7,197,26.8565332059925,2020-12-24,1
360,39,Female,West,Post-Graduate,Salaried,1051007,144913,Education,687,2,120,28.202710154917064,2020-12-25,0
361,48,Male,East,Graduate,Salaried,1058950,668396,Home,503,0,280,32.368114611610544,2020-12-26,0
362,46,Female,East,Graduate,Unemployed,977475,829091,Business,495,0,492,20.192645735634322,2020-12-27,1
363,57,Male,West,Post-Graduate,Unemployed,1287680,319637,Car,584,10,450,61.141030654509024,2020-12-28,1
364,46,Female,East,High School,Unemployed,873422,119639,Education,495,1,334,16.011436254206927,2020-12-29,0
365,43,Male,South,High School,Unemployed,479143,281452,Car,606,5,114,20.736194106108023,2020-12-30,1
366,29,Male,South,Graduate,Salaried,462091,366527,Business,313,5,415,61.58053812720743,2020-12-31,1
367,32,Female,South,Graduate,Salaried,603157,708354,Home,445,2,329,37.172849638515416,2021-01-01,0
368,21,Male,West,High School,Unemployed,785457,774640,Education,356,11,50,66.63582613609512,2021-01-02,0
369,21,Male,East,Post-Graduate,Self-Employed,1403118,359378,Car,509,3,224,54.593979573611364,2021-01-03,1
370,54,Female,East,Graduate,Self-Employed,1378320,702962,Car,828,11,80,30.481693844921047,2021-01-04,1
371,52,Male,North,High School,Salaried,259821,536084,Car,643,12,65,62.06623603914625,2021-01-05,1
372,45,Female,North,Graduate,Unemployed,1466317,579882,Home,578,1,416,19.301894423430454,2021-01-06,0
373,21,Female,East,Post-Graduate,Unemployed,449265,811195,Education,508,1,245,52.91283064640243,2021-01-07,1
374,36,Female,East,High School,Salaried,637651,319515,Home,634,6,290,44.97184840360277,2021-01-08,0
375,59,Male,East,Graduate,Self-Employed,1462703,621603,Home,587,12,484,31.429886625395262,2021-01-09,0
376,25,Male,West,Post-Graduate,Self-Employed,474336,788924,Home,551,0,114,58.32039981916001,2021-01-10,1
377,42,Male,East,Graduate,Self-Employed,403834,701539,Business,564,6,399,79.7066873872226,2021-01-11,0
378,49,Female,North,Post-Graduate,Salaried,1335371,282520,Business,570,11,384,89.91237598104614,2021-01-12,1
379,23,Male,West,Post-Graduate,Self-Employed,1413735,653814,Business,718,11,171,58.62102149947396,2021-01-13,1
380,32,Female,East,High School,Salaried,528821,293459,Education,510,0,200,42.376469946333614,2021-01-14,0
381,46,Female,North,Post-Graduate,Salaried,859987,721986,Home,664,5,18,28.01656801729613,2021-01-15,1
382,36,Male,West,Graduate,Unemployed,443877,922437,Home,375,2,69,30.56768715160894,2021-01-16,0
383,57,Female,East,Post-Graduate,Self-Employed,1447874,287330,Business,620,7,390,48.356398251981254,2021-01-17,0
384,42,Male,East,Post-Graduate,Salaried,1120759,155573,Home,732,5,314,39.38221610245674,2021-01-18,1
385,49,Male,East,High School,Self-Employed,336285,974634,Home,408,10,234,83.10516180999554,2021-01-19,1
386,34,Male,West,Post-Graduate,Self-Employed,1350988,187900,Car,821,1,316,39.46363741245676,2021-01-20,1
387,48,Male,North,Post-Graduate,Unemployed,316545,369658,Home,346,7,197,39.87556729163484,2021-01-21,1
388,25,Male,North,Graduate,Self-Employed,1470704,550364,Car,678,4,79,40.68276099471816,2021-01-22,0
389,50,Female,South,High School,Unemployed,874533,555740,Home,395,7,302,76.92961682941265,2021-01-23,0
390,25,Female,East,High School,Salaried,985945,285707,Education,402,7,296,62.06306566775215,2021-01-24,0
391,32,Female,South,High School,Self-Employed,486663,758024,Business,445,5,491,59.13350802551142,2021-01-25,1
392,36,Male,South,Post-Graduate,Salaried,981163,554917,Car,326,1,178,36.73144179070897,2021-01-26,0
393,46,Male,North,High School,Self-Employed,1194453,723243,Business,829,7,71,75.43233414659515,2021-01-27,0
394,46,Male,West,Post-Graduate,Salaried,214995,748419,Car,381,10,358,13.06910890845609,2021-01-28,1
395,41,Female,West,Post-Graduate,Self-Employed,223559,527294,Car,727,5,451,79.66377378704905,2021-01-29,1
396,59,Male,North,Graduate,Self-Employed,721244,748292,Car,778,5,23,51.019991983514366,2021-01-30,1
397,56,Female,West,Graduate,Self-Employed,598237,573116,Education,461,7,173,41.860018789073024,2021-01-31,0
398,53,Female,South,Graduate,Self-Employed,822288,504485,Home,701,0,429,49.773382457414854,2021-02-01,1
399,50,Male,East,Graduate,Self-Employed,644755,563066,Car,807,1,254,63.39324244270649,2021-02-02,0
400,57,Male,North,Graduate,Self-Employed,688051,912418,Education,337,11,344,11.021234121431789,2021-02-03,0
401,43,Female,East,Post-Graduate,Self-Employed,1025782,922391,Car,810,11,17,79.72414851665982,2021-02-04,0
402,30,Male,West,Post-Graduate,Self-Employed,639439,314179,Home,692,8,163,45.73916202491142,2021-02-05,0
403,25,Female,East,High School,Self-Employed,1274093,159767,Car,793,10,45,37.437321576006255,2021-02-06,0
404,56,Male,West,Post-Graduate,Salaried,615466,483961,Education,499,11,57,21.059645250724568,2021-02-07,1
405,54,Male,West,Post-Graduate,Unemployed,1464134,591529,Home,554,7,94,45.15722994867537,2021-02-08,0
406,51,Female,South,Graduate,Self-Employed,676111,627263,Education,478,11,37,49.705821702750306,2021-02-09,1
407,30,Male,West,Post-Graduate,Unemployed,1075564,204226,Home,846,6,205,42.29173555947823,2021-02-10,0
408,39,Female,South,Graduate,Self-Employed,684282,993129,Home,688,6,455,64.29280750615177,2021-02-11,0
409,52,Male,South,High School,Self-Employed,721396,541818,Business,697,4,217,43.67172230073808,2021-02-12,1
410,21,Female,South,High School,Salaried,1354262,106396,Business,457,1,479,86.91340622772587,2021-02-13,0
411,25,Female,North,Post-Graduate,Salaried,1147272,542443,Business,303,10,213,57.94220142588735,2021-02-14,0
412,24,Male,North,High School,Unemployed,919778,168920,Home,466,5,473,74.59823485215271,2021-02-15,1
413,36,Female,West,Post-Graduate,Salaried,1234451,456547,Car,767,9,316,18.748472248758308,2021-02-16,1
414,44,Male,South,High School,Salaried,1462032,244999,Education,708,2,113,41.78330343567246,2021-02-17,0
415,36,Male,North,Graduate,Unemployed,508974,660514,Education,711,3,239,36.94781611577221,2021-02-18,0
416,22,Male,South,Graduate,Salaried,252446,659007,Education,503,12,435,55.55859105092735,2021-02-19,0
417,48,Female,East,Graduate,Self-Employed,1222582,113014,Business,493,9,110,78.88908160491405,2021-02-20,1
418,52,Female,East,Graduate,Unemployed,911943,613634,Home,534,11,38,16.267057420960533,2021-02-21,0
419,47,Male,East,Post-Graduate,Unemployed,1144734,644699,Business,449,10,136,15.805983843576863,2021-02-22,1
420,40,Male,West,High School,Self-Employed,340148,235550,Car,458,1,347,78.02541665260792,2021-02-23,1
421,44,Female,South,Post-Graduate,Salaried,231085,717614,Home,578,1,19,27.028006883068592,2021-02-24,0
422,32,Male,East,Graduate,Unemployed,724006,236806,Education,703,11,115,63.5002603559851,2021-02-25,1
423,55,Male,North,Post-Graduate,Unemployed,1254326,471837,Business,610,7,176,53.43025058886441,2021-02-26,0
424,53,Female,East,High School,Self-Employed,540912,388585,Business,367,7,475,76.63148759097835,2021-02-27,0
425,53,Male,East,Post-Graduate,Self-Employed,235903,96121,Car,762,9,266,20.00711278691228,2021-02-28,1
426,57,Female,East,High School,Salaried,1452137,786778,Car,387,5,304,20.382637257808902,2021-03-01,1
427,32,Male,West,Post-Graduate,Unemployed,812242,372341,Business,516,12,286,54.5454688222646,2021-03-02,1
428,23,Female,North,High School,Salaried,712493,134577,Car,300,4,74,85.71029226866968,2021-03-03,1
429,21,Male,South,High School,Salaried,1205489,406778,Education,434,7,280,43.19982066966034,2021-03-04,1
430,53,Male,North,Graduate,Self-Employed,1069446,299106,Car,650,3,397,36.1553680203756,2021-03-05,1
431,30,Female,South,High School,Unemployed,841593,485647,Car,439,10,197,58.53514585583086,2021-03-06,0
432,49,Male,West,Graduate,Unemployed,400753,542461,Business,432,3,326,84.43588804360249,2021-03-07,0
433,33,Female,West,Graduate,Unemployed,232101,936643,Business,477,4,413,76.9542266275699,2021-03-08,0
434,32,Male,West,Graduate,Self-Employed,202775,710197,Home,657,0,147,89.63868885865759,2021-03-09,1
435,51,Female,West,Post-Graduate,Self-Employed,690399,555200,Home,679,0,352,11.805486656190167,2021-03-10,1
436,22,Female,South,Post-Graduate,Self-Employed,245619,533241,Business,749,1,114,19.02865157702098,2021-03-11,1
437,55,Female,East,Post-Graduate,Self-Employed,612755,526379,Car,762,7,43,58.75742106932976,2021-03-12,0
438,43,Female,South,Post-Graduate,Self-Employed,265149,522295,Car,407,6,389,75.64611514670798,2021-03-13,0
439,37,Male,North,High School,Unemployed,226616,455831,Home,421,9,119,32.81954738454132,2021-03-14,1
440,46,Male,West,High School,Salaried,946055,575754,Home,316,8,441,29.1368870427375,2021-03-15,1
441,28,Female,West,Post-Graduate,Unemployed,1434215,867203,Home,495,4,42,72.95806395049607,2021-03-16,1
442,49,Female,North,High School,Salaried,406903,396030,Education,626,1,363,14.510548308258526,2021-03-17,1
443,46,Female,South,High School,Self-Employed,1479894,378055,Education,617,6,240,39.55061180660681,2021-03-18,0
444,30,Male,East,Graduate,Salaried,1238218,803926,Home,778,7,326,50.46473780738638,2021-03-19,0
445,46,Male,East,Graduate,Unemployed,552365,463962,Car,551,11,275,54.827893948025874,2021-03-20,0
446,54,Male,North,Graduate,Unemployed,1101311,138422,Home,802,6,191,68.28921254342215,2021-03-21,1
447,27,Male,East,Graduate,Salaried,487623,553100,Education,418,6,349,38.38765787445266,2021-03-22,0
448,24,Female,South,High School,Self-Employed,561309,385513,Car,797,11,74,59.01474757396858,2021-03-23,1
449,31,Female,South,Post-Graduate,Self-Employed,255863,838325,Education,785,4,342,56.83003382327651,2021-03-24,1
450,49,Female,North,High School,Unemployed,1421691,342717,Car,344,1,10,53.80928805229977,2021-03-25,1
451,56,Male,South,High School,Salaried,695654,671195,Education,613,5,142,61.23866345137698,2021-03-26,0
452,45,Male,West,High School,Self-Employed,977635,782722,Car,478,3,89,30.755933685446102,2021-03-27,0
453,41,Male,North,Graduate,Self-Employed,913340,936388,Car,717,9,280,16.771900286770318,2021-03-28,1
454,56,Female,South,Graduate,Unemployed,1200460,792820,Car,377,1,250,19.541733763179472,2021-03-29,0
455,30,Female,North,Graduate,Self-Employed,478495,832381,Car,625,11,37,27.966590612312086,2021-03-30,1
456,57,Male,East,Post-Graduate,Salaried,1383779,955012,Business,656,8,232,50.01583484182282,2021-03-31,1
457,29,Female,South,High School,Unemployed,447908,476583,Education,715,6,32,77.23542004368161,2021-04-01,1
458,44,Male,West,Post-Graduate,Unemployed,1031257,202271,Education,814,5,118,66.10346736707072,2021-04-02,0
459,55,Male,South,Graduate,Salaried,1440579,403548,Business,513,11,116,73.12324833616377,2021-04-03,0
460,55,Female,North,Post-Graduate,Unemployed,801982,779688,Car,373,4,154,38.07804991408731,2021-04-04,1
461,56,Male,North,High School,Self-Employed,1133334,894156,Car,808,2,378,42.372299331884015,2021-04-05,0
462,38,Female,South,High School,Self-Employed,900033,922565,Education,631,11,363,41.494550879249026,2021-04-06,0
463,59,Male,West,Graduate,Salaried,1113438,217477,Business,392,9,406,25.349854752360123,2021-04-07,0
464,52,Female,West,Graduate,Self-Employed,944822,279304,Car,818,9,407,14.897332651485762,2021-04-08,0
465,44,Female,West,Post-Graduate,Salaried,769354,590277,Car,568,3,148,57.27328742617814,2021-04-09,1
466,43,Female,North,Graduate,Salaried,334445,865363,Car,675,2,293,89.13733467364689,2021-04-10,0
467,52,Male,South,Graduate,Self-Employed,603551,845722,Home,303,11,307,23.34637639602103,2021-04-11,1
468,57,Male,East,High School,Salaried,1141245,695424,Business,437,10,489,13.7347855919419,2021-04-12,1
469,32,Female,North,Graduate,Self-Employed,769829,392022,Car,530,7,108,72.36253454591463,2021-04-13,0
470,33,Female,West,Graduate,Unemployed,1413705,402621,Home,828,2,326,30.206880534777937,2021-04-14,1
471,43,Male,South,High School,Unemployed,791271,522697,Business,351,6,132,76.37150442823427,2021-04-15,1
472,45,Male,West,High School,Salaried,353837,781658,Car,624,6,329,66.31493336276122,2021-04-16,0
473,55,Male,East,Post-Graduate,Self-Employed,914647,700587,Education,576,6,296,85.65388296406437,2021-04-17,1
474,50,Female,West,Graduate,Self-Employed,1107179,735493,Home,835,12,90,42.714178860533764,2021-04-18,1
475,37,Male,West,High School,Unemployed,1071535,817976,Home,785,6,466,62.957587156050735,2021-04-19,0
476,40,Male,East,Post-Graduate,Unemployed,377597,679974,Car,815,1,19,47.18838246506166,2021-04-20,0
477,45,Female,South,Post-Graduate,Self-Employed,1235408,994556,Car,451,9,17,60.44709578468348,2021-04-21,0
478,42,Male,North,Graduate,Salaried,678454,419430,Home,782,2,414,45.967912480618985,2021-04-22,0
479,33,Male,South,Graduate,Unemployed,1059625,528705,Education,558,9,214,25.090579713925987,2021-04-23,0
480,39,Male,East,Post-Graduate,Salaried,696440,352619,Education,623,8,324,50.63179328027047,2021-04-24,1
481,56,Female,West,High School,Salaried,976372,656954,Business,467,2,443,52.286736114995385,2021-04-25,1
482,32,Female,South,Post-Graduate,Unemployed,845303,408766,Car,609,1,206,74.84830786081288,2021-04-26,0
483,39,Female,North,Graduate,Salaried,372257,763016,Education,778,8,207,68.84165646348649,2021-04-27,0
484,32,Female,East,High School,Salaried,1472597,709993,Business,355,12,39,63.10332991531553,2021-04-28,1
485,29,Female,South,High School,Self-Employed,495599,460520,Education,772,9,488,19.0709676442058,2021-04-29,0
486,27,Female,North,Post-Graduate,Salaried,1145522,157573,Car,595,8,410,67.6493032530972,2021-04-30,0
487,48,Female,East,Graduate,Self-Employed,516363,803180,Business,760,3,468,50.02441250836118,2021-05-01,1
488,34,Male,North,Post-Graduate,Unemployed,1032423,882978,Business,623,11,29,81.52796288849274,2021-05-02,1
489,51,Male,East,Post-Graduate,Unemployed,797904,319152,Business,440,8,57,83.58967473044342,2021-05-03,1
490,39,Female,West,Post-Graduate,Self-Employed,316841,360435,Education,561,2,466,14.412527248142837,2021-05-04,0
491,36,Male,South,High School,Unemployed,369934,208477,Car,719,6,139,75.6513248283583,2021-05-05,1
492,25,Male,North,High School,Salaried,1335270,298141,Business,540,6,302,13.01579123381365,2021-05-06,0
493,55,Female,East,Graduate,Salaried,437068,348530,Home,654,10,394,39.37357005560181,2021-05-07,1
494,32,Male,North,Graduate,Salaried,1030288,665197,Car,479,7,141,53.383998049686326,2021-05-08,0
495,45,Male,North,Post-Graduate,Unemployed,301407,201899,Home,365,9,365,21.848063890170195,2021-05-09,0
496,41,Male,South,Post-Graduate,Salaried,1051161,869472,Home,647,3,63,69.70510500552615,2021-05-10,0
497,56,Male,West,Post-Graduate,Unemployed,1485076,634642,Business,470,2,387,10.668376333771086,2021-05-11,1
498,43,Male,North,Graduate,Salaried,778641,390687,Business,773,2,290,23.487923874722945,2021-05-12,1
499,36,Female,East,High School,Self-Employed,905356,592445,Education,833,11,396,56.463746388278054,2021-05-13,1
500,59,Female,East,High School,Unemployed,1459720,609603,Education,666,4,274,67.1510049629834,2021-05-14,0
501,59,Female,West,Post-Graduate,Unemployed,236683,348076,Education,406,10,479,83.33144821551329,2021-05-15,1
502,34,Male,East,Post-Graduate,Salaried,1362667,464380,Car,738,0,224,66.4397321547699,2021-05-16,1
503,51,Female,West,Post-Graduate,Unemployed,317797,719774,Education,526,9,469,63.742341620389276,2021-05-17,0
504,25,Male,East,Post-Graduate,Unemployed,524934,832957,Home,743,2,467,41.547291708053145,2021-05-18,0
505,55,Male,South,Graduate,Self-Employed,485713,981831,Education,741,5,299,10.102754042144113,2021-05-19,1
506,43,Male,North,High School,Self-Employed,997583,950312,Business,695,2,52,19.612740698849755,2021-05-20,1
507,49,Male,South,Post-Graduate,Salaried,664310,182018,Education,383,4,83,52.764363580483135,2021-05-21,1
508,31,Female,North,Graduate,Self-Employed,1438822,851125,Car,312,8,359,64.01039086755358,2021-05-22,0
509,38,Female,North,Post-Graduate,Salaried,757242,339385,Car,792,1,287,43.395862711717,2021-05-23,1
510,32,Male,North,Post-Graduate,Salaried,1230488,951626,Home,567,10,335,68.45432092227122,2021-05-24,0
511,29,Female,South,High School,Salaried,968223,145790,Car,824,1,251,51.7489836265743,2021-05-25,0
512,30,Male,North,Post-Graduate,Unemployed,309373,983044,Education,419,11,139,15.934095647544977,2021-05-26,1
513,37,Female,South,High School,Self-Employed,758988,646543,Business,652,5,359,25.361300077435907,2021-05-27,1
514,58,Female,West,High School,Salaried,1210540,770117,Car,356,5,203,77.19985785951543,2021-05-28,0
515,27,Male,East,High School,Self-Employed,1372304,222275,Home,339,10,41,67.99301972995517,2021-05-29,0
516,33,Female,East,Graduate,Salaried,1053220,992585,Education,635,10,115,81.5809589609996,2021-05-30,1
517,29,Male,North,Graduate,Self-Employed,1114424,767221,Home,472,7,409,19.404579929674924,2021-05-31,1
518,47,Female,South,High School,Self-Employed,1066491,311439,Car,846,11,213,89.21780276920592,2021-06-01,1
519,22,Male,East,Post-Graduate,Salaried,1119134,61350,Car,558,12,10,26.752537115994688,2021-06-02,0
520,25,Male,South,High School,Unemployed,288059,760872,Home,816,10,254,10.94239010293136,2021-06-03,0
521,49,Female,South,Post-Graduate,Self-Employed,1032583,368953,Education,822,1,81,89.79383512428433,2021-06-04,1
522,57,Female,North,High School,Unemployed,642136,151894,Car,416,8,441,32.48591083560905,2021-06-05,0
523,58,Male,East,Post-Graduate,Unemployed,398303,409701,Business,483,1,315,63.44155620100479,2021-06-06,0
524,39,Female,North,Graduate,Salaried,711162,486048,Car,415,12,406,24.134585134104416,2021-06-07,1
525,28,Female,North,Post-Graduate,Salaried,673573,995873,Education,461,0,24,56.418282575931336,2021-06-08,0
526,21,Male,East,High School,Salaried,529125,606016,Car,842,9,62,82.32279891636475,2021-06-09,1
527,42,Male,East,Graduate,Self-Employed,1107383,329720,Home,536,1,437,35.61449339427509,2021-06-10,1
